row_id,clue_id,surface,definition,answer,definition_wn,answer_wn,split
286240,369955,"Distribution from shop, in manner of speaking",manner of speaking,DELIVERY,manner_of_speaking,delivery,test
286249,369969,Agile Romeo embraced by Mata Hari?,Agile,SPRY,agile,spry,test
286261,369982,Just nothing left in New York,Just,ONLY,just,only,validate
286269,369995,Voguish point of view taken for example,example,INSTANCE,example,instance,validate
286280,370007,Communication one allows?,Communication,LETTER,communication,letter,validate
286291,370018,"Fancy-free member and miss, embracing love",Fancy-free,FOOTLOOSE,fancy-free,footloose,train
286311,370040,"Rebuilt citadel, in a manner of speaking",a manner of speaking,DIALECT,manner_of_speaking,dialect,test
286376,370110,"Splendid police officer, British",Splendid,SUPERB,splendid,superb,test
286477,370221,Building    the bases for arguments,Building,PREMISES,building,premises,test
286506,370253,Enormous wastage in fuel,Enormous,COLOSSAL,enormous,colossal,test
286513,370260,Notice East European in superior sort of TV,Notice,HEED,notice,heed,train
286587,370332,Leave a group of musicians playing,Leave,ABANDON,leave,abandon,validate
286638,370388,Generally   free,free,AT LARGE,free,at_large,test
286640,370390,Keep terriers in check,Keep,RETAIN,keep,retain,test
286654,370406,"Where information about property is included, to be sure",to be sure,INDEED,to_be_sure,indeed,train
286687,370441,The Now Show,The Now,PRESENT,now,present,test
286688,370441,The Now Show,Show,PRESENT,show,present,test
286696,370449,Guy is last,Guy,STAY,guy,stay,test
286700,370451,Local supporter right to the end,Local,BAR,local,bar,test
286709,370461,Spasmodic attack almost complete,Spasmodic,FITFUL,spasmodic,fitful,train
286733,370489,"Problem as stated, more or less",more or less,SOME,more_or_less,some,validate
286752,370509,Common sense from them? On the contrary,Common sense,NOUS,common_sense,nous,test
286784,370545,Inclination to write repetitive song,Inclination,PENCHANT,inclination,penchant,train
286806,370568,Untidy     place for such as 29,Untidy,MESS,untidy,mess,train
286840,370607,"Complaint coming back, left with little energy, weak",weak,FEEBLE,weak,feeble,test
286854,370624,"Start of book on sculpture, say, including a title",title,BARONET,title,baronet,test
286897,370681,"In abbey, technology is given precedence",precedence,PRIORITY,precedence,priority,validate
286932,370721,Flamboyance — it’s not a word that can be seen in this clue,Flamboyance,DASH,flamboyance,dash,test
286956,370747,Discipline    citizen,Discipline,SUBJECT,discipline,subject,test
286972,370761,Article annoyed executives collectively and uniformly,uniformly,ACROSS THE BOARD,uniformly,across_the_board,test
286986,370779,Making one more time for fun,fun,RECREATION,fun,recreation,validate
287033,370840,Signed revised plan,plan,DESIGN,plan,design,test
287035,370842,News of the French sports fixture,News,LATEST,news,latest,test
287070,370884,Frisky setter’s way,way,STREET,way,street,train
287107,370921,Unrefined piece of primitive art hyped,Unrefined,EARTHY,unrefined,earthy,test
287119,370934,"European vote on power, valid and clear",clear,EXPLICIT,clear,explicit,test
287120,370935,Particular    esteem,Particular,RESPECT,particular,respect,train
287121,370935,Particular    esteem,esteem,RESPECT,esteem,respect,test
287183,371002,The Spanish and French end being impish,impish,ELFIN,impish,elfin,train
287193,371015,A fine story that’s pleasant,pleasant,AFFABLE,pleasant,affable,train
287196,371018,Score (piano) Tchaikovsky penned,Score,NOTCH,score,notch,test
287223,371046,Speculative citizen having made a trade for nothing,Speculative,NOTIONAL,speculative,notional,test
287247,371072,Bar is what prevents a goal,Bar,SAVE,bar,save,test
287261,371087,Laity confused about new kind of prayer,prayer,LITANY,prayer,litany,test
287277,371109,Quite attractive,Quite,PRETTY,quite,pretty,validate
287278,371109,Quite attractive,attractive,PRETTY,attractive,pretty,test
287358,371195,"Change in indigenous fashion, otherwise",otherwise,ALTERNATIVELY,otherwise,alternatively,test
287367,371204,Support current attitude on stupid person,Support,ASSISTANCE,support,assistance,train
287399,371235,Judgment after temper’s raised,Judgment,DOOM,judgment,doom,test
287401,371237,Grandeur of railways in USA,Grandeur,STATELINESS,grandeur,stateliness,test
287429,371267,Only punishment partners in crime don’t share,Only,SOLITARY,only,solitary,test
287458,371298,Experience as junior to government leaders,Experience,UNDERGO,experience,undergo,test
287485,371326,"Like Antarctica, say, cold",cold,DISTANT,cold,distant,test
287490,371331,"An insect metamorphosed, for example",for example,INSTANCE,for_example,instance,validate
287524,371369,Highlight in hairpiece on someone’s head,Highlight,STRESS,highlight,stress,validate
287556,371410,"It’s a bit of change for Americans, showing mercy",mercy,QUARTER,mercy,quarter,validate
287625,371498,Extravagant faults we disguised,Extravagant,WASTEFUL,extravagant,wasteful,train
287661,371539,Oddly I used to change outside — that’s doubly tiresome,tiresome,TEDIOUS,tiresome,tedious,train
287668,371546,Clumsy writer held back by the aforementioned article,Clumsy,INEPT,clumsy,inept,train
287669,371547,"In general, one so melancholy being solitary",solitary,LONESOME,solitary,lonesome,test
287711,371596,"One of two men never taken on board, not totally similar",similar,AKIN,similar,akin,test
287714,371599,"Result of brain operation that’s incomplete, however",however,THOUGH,however,though,test
287723,371626,Optimistic in college course,Optimistic,UPBEAT,optimistic,upbeat,validate
287755,371669,"Strong port, ours had been stirred!",Strong,VIGOROUS,strong,vigorous,test
287768,371681,"Following a trend, in a way",in a way,AFTER A FASHION,in_a_way,after_a_fashion,test
287792,371708,Notice    measles symptom,Notice,SPOT,notice,spot,test
287799,371714,Weighty melons exchanged,Weighty,SOLEMN,weighty,solemn,train
287841,371763,Attractive romantic heroine about to be possessed,Attractive,CATCHY,attractive,catchy,test
287850,371772,Pretty self-contained — nice conversion,Pretty,SCENIC,pretty,scenic,test
287881,371807,One of those sweet words of affection or love,love,NOTHING,love,nothing,train
287914,371841,"Pay more attention, as doctor, to back",to back,RETREAT,back,retreat,validate
287915,371842,"Extra small page perused, in general",in general,WIDESPREAD,in_general,widespread,test
287928,371854,"Festival location, as we see it, is disorderly",disorderly,RIOTOUS,disorderly,riotous,train
287943,371870,"Carp, possibly, about popular conclusion",conclusion,FINISH,conclusion,finish,train
287957,371883,"Join a fight, roughly",roughly,ABOUT,roughly,about,train
287967,371894,"City plan mostly awful, as usual",as usual,TYPICAL,as_usual,typical,train
288019,371947,"Sportsmanlike or ethical, in a way, including second time",Sportsmanlike,ATHLETIC,sportsmanlike,athletic,test
288075,372004,Cause senora to be upset,Cause,REASON,cause,reason,validate
288081,372011,Fashion from right period,Fashion,RAGE,fashion,rage,train
288093,372024,Fish around lake — it’s bleak,bleak,COLD,bleak,cold,test
288099,372030,Settled one of several pieces of political instability militarily,Settled,LIT,settled,lit,train
288106,372036,"Schools expelling one older member of family, it’s clear",clear,TRANSPARENT,clear,transparent,test
288116,372046,Understanding chap,Understanding,KEN,understanding,ken,test
288117,372046,Understanding chap,chap,KEN,chap,ken,train
288141,372073,Unhappy near fellow that’s skilful,Unhappy,MISERABLE,unhappy,miserable,test
288193,372130,"Apart, and sure to be reassembled",Apart,ASUNDER,apart,asunder,validate
288204,372142,"Make a recovery without drug, in fact",in fact,REALLY,in_fact,really,validate
288304,372253,Keep book behind piano,Keep,PRESERVE,keep,preserve,train
288305,372254,Respect shown by veteran travelling around Orient,Respect,VENERATE,respect,venerate,test
288309,372259,Print section of warranty perhaps,Print,TYPE,print,type,validate
288312,372261,Ceremony that’s appropriate to be heard,Ceremony,RITE,ceremony,rite,train
288317,372266,A lot of our menu’s rewritten,A lot,NUMEROUS,a_lot,numerous,train
288323,372276,Understand key file,Understand,GRASP,understand,grasp,test
288328,372281,Call with directions to come round in the morning,Call,NAME,call,name,test
288337,372291,Record and intercept communication (electronic),Record,TAPE,record,tape,test
288352,372309,Delightful lake in rustic surrounding,Delightful,PLEASANT,delightful,pleasant,test
288442,372406,"Cheerful bishop, not at all stiff",Cheerful,BLITHE,cheerful,blithe,test
288503,372467,"Caesar’s heart found in morgue, horribly macabre",macabre,GRUESOME,macabre,gruesome,validate
288533,372497,Call box fake? Not quite,Call,TELEPHONE,call,telephone,test
288565,372532,Remove leader of coup in far from popular uprising,Remove,DETACH,remove,detach,test
288580,372548,A couple of pages are not clear,clear,APPARENT,clear,apparent,train
288584,372551,Country in the grip of winter rainstorm,Country,TERRAIN,country,terrain,test
288599,372567,"Servile as prodigal son, to begin with",Servile,SLAVISH,servile,slavish,train
288627,372606,Bringer of news about male baby,baby,PAMPER,baby,pamper,validate
288688,372667,"After reversal, Labour’s third in the west with Conservative gaining swing overnight",overnight,NOCTURNAL,overnight,nocturnal,train
288689,372668,Dundee’s new strip,strip,DENUDE,strip,denude,train
288702,372681,Embittered sergeant perhaps took charge,Embittered,RANKLED,embittered,rankled,validate
288726,372708,Confused older male with nothing for a benchmark,benchmark,ROLE MODEL,benchmark,role_model,validate
288730,372712,Bowled wearing jumper with movement that’s mechanical,mechanical,ROBOTIC,mechanical,robotic,test
288770,372758,Miserable friend — Conservative losing love,Miserable,PALTRY,miserable,paltry,test
288824,372813,Stay close by river,Stay,ENDURE,stay,endure,train
288845,372837,Excessive musicians from London seen amid smoke,Excessive,FULSOME,excessive,fulsome,validate
288849,372845,Genuine sporting coach missing midfielder thus?,Genuine,INTRINSIC,genuine,intrinsic,validate
288885,372890,Second male abandoning fervent campaign,campaign,MOVEMENT,campaign,movement,test
288893,372900,Fool that is not heartless or wise,wise,SAPIENT,wise,sapient,test
288905,372913,True line of kings dismissing pretender finally,True,LOYAL,true,loyal,test
288933,372944,"Looked good, area outside church",Looked,GLANCED,looked,glanced,test
288952,372963,Pretty cold pick-up truck,Pretty,CUTE,pretty,cute,train
288959,372972,Hopeless in record time,Hopeless,INEPT,hopeless,inept,train
288980,372999,Person of importance on couch pointed,pointed,NIBBED,pointed,nibbed,test
288983,373002,Difficult old character wanting supremacy ultimately,Difficult,THORNY,difficult,thorny,train
289020,373038,Warning: pulse regularly dropped after test,Warning,EXAMPLE,warning,example,train
289024,373042,"Share in ball, now dance all topless!",Share,ALLOWANCE,share,allowance,test
289040,373055,The woman put on Alien — film,film,SHEET,film,sheet,test
289048,373063,Obvious I’d cut through tournament,Obvious,EVIDENT,obvious,evident,test
289065,373082,Check on cover for safety procedure,procedure,SYSTEM,procedure,system,test
289083,373104,Token expletive in defiant response,response,COUNTERBLAST,response,counterblast,validate
289097,373120,To slip up 1-0 against us is wrong,wrong,ERRONEOUS,wrong,erroneous,test
289136,373160,Sluggish river and isle sheltered by point,Sluggish,DORMANT,sluggish,dormant,train
289163,373190,Free burst lip for cutting remark,Free,COMPLIMENTARY,free,complimentary,train
289173,373200,Bar sinks when inverted,Bar,STOP,bar,stop,test
289180,373206,"Cold rain, cloud, winds",Cold,UNCORDIAL,cold,uncordial,test
289187,373214,Present mongrel’s kennelling charge?,Present,CURRENT,present,current,test
289240,373278,Record piece of music,Record,NOTE,record,note,train
289244,373281,"Still returning to ruined shelters, however",however,NEVERTHELESS,however,nevertheless,test
289259,373297,Brutal emperor’s final word of dominance over us,Brutal,VICIOUS,brutal,vicious,validate
289270,373309,"Lazy, appearing backward in fielding",Lazy,IDLE,lazy,idle,train
289281,373318,Former tax reduced by a pound — celebrate,celebrate,EXTOL,celebrate,extol,test
289292,373329,Limit  the area for stock,Limit,RANGE,limit,range,train
289300,373337,Back in arrears,Back,REAR,back,rear,test
289319,373356,"Rocky islands in Shetlands and Tuscany, where one’s returned",Rocky,UNSTABLE,rocky,unstable,validate
289326,373365,Awkward drunk,Awkward,TIGHT,awkward,tight,train
289404,373444,Some teachers selected a head,a head,EACH,head,each,train
289430,373474,Negligible car sickness?,Negligible,MINIMAL,negligible,minimal,test
289513,373563,Taxi runs into horse — it’s ghastly,ghastly,MACABRE,ghastly,macabre,test
289523,373575,Expert on Mediterranean vessel is matter-of-fact,matter-of-fact,PROSAIC,matter-of-fact,prosaic,test
289540,373596,Publication for children,children,ISSUE,children,issue,test
289582,373642,Manage to introduce English character,character,RUNE,character,rune,test
289600,373662,Disciplinary panel assembled,Disciplinary,PENAL,disciplinary,penal,validate
289604,373666,Uniformly gusty with initial change of direction,Uniformly,EQUALLY,uniformly,equally,validate
289606,373667,It’s expected to be unaffected,unaffected,NATURAL,unaffected,natural,test
289619,373677,"Model male, born one of five",Model,MANNEQUIN,model,mannequin,validate
289622,373680,A view of duck on the wing,A view,OPINION,view,opinion,test
289627,373686,Tries to enter bona fide practice,practice,REHEARSAL,practice,rehearsal,validate
289657,373717,Rejection of agreement restricting one part of UK,Rejection,DENIAL,rejection,denial,test
289658,373718,"Celebrity having an upset, this particular writer",Celebrity,NAME,celebrity,name,train
289678,373739,Fast woman describes good stretch,stretch,LENGTHEN,stretch,lengthen,validate
289680,373741,"Every second, signior entertains child completely",completely,IN TOTO,completely,in_toto,train
289686,373747,Emotional work probing mole,Emotional,SOPPY,emotional,soppy,test
289688,373749,Book about Russian ready to be awkward,awkward,TROUBLESOME,awkward,troublesome,train
289700,373764,Public spell of cricket takes time,Public,OVERT,public,overt,test
289739,373807,"Consequently inscribed in tablet here, for ever",Consequently,THEREFORE,consequently,therefore,test
289796,373868,"Setter will knock back beer, knock out rector and get barred",barred,ILLEGAL,barred,illegal,test
289829,373904,Rest that a billiards player wants as high as possible?,Rest,BREAK,rest,break,train
289843,373920,Exercise  period in prison,Exercise,STRETCH,exercise,stretch,validate
289852,373927,Excitement as our rucking set back the French,Excitement,AROUSAL,excitement,arousal,test
289859,373934,"Reduced number of brain operations, being inconsiderate",inconsiderate,THOUGHTLESS,inconsiderate,thoughtless,test
289904,373980,A couple of brawlers enter A & E side by side,side by side,ABREAST,side_by_side,abreast,train
289907,373984,Change one of those things that won’t wait for someone getting up,Change,EDIT,change,edit,train
289925,374003,Show houses feel occasionally vulgar,vulgar,INDELICATE,vulgar,indelicate,validate
289957,374038,Relationship  that’s a concern?,Relationship,AFFAIR,relationship,affair,train
289958,374038,Relationship  that’s a concern?,a concern,AFFAIR,concern,affair,validate
289972,374053,"One piece of news, or a couple",a couple,ITEM,couple,item,train
289976,374057,"Liking horoscope about Leo, omitting nothing",Liking,PREDILECTION,liking,predilection,validate
290011,374088,Fail to score again? That’s careless,careless,REMISS,careless,remiss,validate
290026,374106,Second prize in sight,sight,SPOT,sight,spot,train
290033,374112,"Without external push, publish article that’s cheerful",cheerful,BLITHE,cheerful,blithe,train
290038,374118,Making rude observations about Tory leader in beginning,beginning,STARTING,beginning,starting,test
290057,374138,Gruff detective taking over,Gruff,MOROSE,gruff,morose,test
290060,374143,Shapeless half-nude with blouse undone,Shapeless,NEBULOUS,shapeless,nebulous,test
290074,374158,Restore two kinds of fabric,Restore,REPLACE,restore,replace,validate
290098,374182,Spot and point to how birds eat corn,Spot,SPECK,spot,speck,test
290121,374205,Welsh factories redeveloped directly,directly,AS THE CROW FLIES,directly,as_the_crow_flies,validate
290131,374215,One fat fly starts off smartly,smartly,NEATLY,smartly,neatly,train
290189,374270,Path  that students may take,Path,COURSE,path,course,train
290191,374271,Elegance of a short prayer,prayer,GRACE,prayer,grace,test
290201,374281,Fix game in a losing position,Fix,TIE DOWN,fix,tie_down,test
290233,374315,Rule: keep leader of government in check,Rule,REIGN,rule,reign,test
290240,374323,In a difficult situation   there,there,ON THE SPOT,there,on_the_spot,validate
290259,374347,Cocky Republican infiltrating party,Cocky,BRASH,cocky,brash,test
290297,374387,"One that office bungled, seemingly",seemingly,ON THE FACE OF IT,seemingly,on_the_face_of_it,train
290301,374391,Risked being where many martyrs died?,Risked,AT STAKE,risked,at_stake,validate
290330,374422,Wonder about a queen being well-informed,well-informed,AWARE,well-informed,aware,test
290339,374432,Severely wounded entering a small city,Severely,ACUTELY,severely,acutely,test
290340,374433,Old part of church encountered with enthusiasm typically,typically,ON AVERAGE,typically,on_average,validate
290392,374491,From turnover of desserts I deserved upset,upset,DISTRESS,upset,distress,test
290399,374499,Detective on special forces course almost in trouble,trouble,DISASTER,trouble,disaster,validate
290402,374503,Defective express in endless delay,Defective,IMPAIRED,defective,impaired,test
290405,374506,"Tight skirt, with invitation — guy observing limits",Tight,STINGY,tight,stingy,validate
290418,374520,Worked up fee to go east of Italy,Worked up,IRATE,worked_up,irate,validate
290437,374537,"Ran, but hurt, losing minutes",Ran,HARED,ran,hared,test
290449,374550,Get annoyed about fellow’s weapon,weapon,RIFLE,weapon,rifle,test
290485,374585,Treatment for ache in a head,head,EACH,head,each,test
290520,374624,"Shy, unlike papers ousting Queen",Shy,DIFFIDENT,shy,diffident,train
290530,374634,"Paid for cold dish, oddly ruined inside",Paid,SALARIED,paid,salaried,train
290537,374641,"Wild cat, lithe and powerful",powerful,ATHLETIC,powerful,athletic,test
290553,374659,Article about female getting livid,livid,ASHEN,livid,ashen,train
290554,374660,Queen provided rising excitement,excitement,FIRE,excitement,fire,train
290558,374663,Put a seal on tight,tight,CLOSE,tight,close,train
290561,374666,Hostility from scallywag growing,Hostility,AGGRO,hostility,aggro,validate
290563,374668,Distress? Time to get foreign currency,Distress,TROUBLE,distress,trouble,test
290586,374694,Intermittently switch positions,Intermittently,OFF AND ON,intermittently,off_and_on,validate
290616,374726,Available with deferred payment,Available,IN HAND,available,in_hand,test
290649,374759,Outrageous relative accommodated in apartment,Outrageous,FLAGRANT,outrageous,flagrant,test
290656,374767,"Always strict, dismissing outsiders",Always,EVER,always,ever,test
290661,374773,Grow old and cold in New York office,office,AGENCY,office,agency,validate
290677,374787,Last  guy to put off,guy,STAY,guy,stay,test
290703,374816,Pen article in French manner,manner,STYLE,manner,style,train
290738,374855,A dessert is served up cold,cold,ALOOF,cold,aloof,test
290742,374858,Poor environmentalist’s slogan?,Poor,USELESS,poor,useless,train
290771,374889,Inexpert engineer pounded lever endlessly,Inexpert,UNDEVELOPED,inexpert,undeveloped,validate
290816,374937,Gambler improved,improved,BETTER,improved,better,test
290872,375001,"Student couple, tender intimately, sense it’s lustful",lustful,LIBIDINOUS,lustful,libidinous,test
290874,375003,Most of soccer team refuse to accept coach’s initial direction,direction,TENDENCY,direction,tendency,test
290881,375010,"Dot three i’s in various places, many being silly",silly,IDIOTIC,silly,idiotic,test
290891,375020,Muscular like some bully?,Muscular,BEEFY,muscular,beefy,train
290899,375028,"Bill, a relation",Bill,ACCOUNT,bill,account,train
290927,375053,Side by side with subsequent partner,Side by side,LATERALLY,side_by_side,laterally,test
290969,375101,Cut took effect spanning very little time,Cut,BISECT,cut,bisect,train
290994,375129,Come round admitting affair’s suggestive,suggestive,REDOLENT,suggestive,redolent,test
290995,375130,Reluctant female wearing a sack,Reluctant,AFRAID,reluctant,afraid,train
291030,375164,Prize gained by retired cartoonist?,Prize,REWARD,prize,reward,test
291034,375168,Struggle with women’s opinion,opinion,VIEW,opinion,view,test
291037,375171,Strong men entering Spanish city with American,Strong,VIGOROUS,strong,vigorous,test
291039,375173,"The two going on to A&E in America, causing trouble",trouble,BOTHER,trouble,bother,test
291043,375177,"Dress, not new, that’s showy",showy,GARISH,showy,garish,validate
291047,375181,Wise like undergraduate largely?,Wise,ASTUTE,wise,astute,train
291080,375214,"Finish second, then first",Finish,STOP,finish,stop,train
291111,375249,Conductor‘s upset,upset,RATTLE,upset,rattle,validate
291140,375282,Awkward sex holding writer back,Awkward,INEPT,awkward,inept,test
291145,375288,Hard hat’s worn by bloke,bloke,CHAP,bloke,chap,test
291150,375294,Reckless youth one reared purchasing record by Queen,Reckless,INDISCREET,reckless,indiscreet,test
291151,375295,Referee ends up in exercise ground,ground,TERRAIN,ground,terrain,test
291158,375303,Defeat unbeatable,Defeat,BEST,defeat,best,validate
291159,375303,Defeat unbeatable,unbeatable,BEST,unbeatable,best,validate
291161,375305,Try to create perforation,Try,STAB,try,stab,train
291202,375347,"Panic, heading round concealed corner",corner,NICHE,corner,niche,test
291209,375354,"Dissect an insect, for example",example,INSTANCE,example,instance,validate
291210,375355,"Respect some hesitation in one’s excuses, perhaps …",Respect,DEFERENCE,respect,deference,test
291214,375360,An account  to settle?,An account,SCORE,account,score,validate
291261,375421,"Country booting out conservative, initially for Italy’s Captain Fantastic",Fantastic,TERRIFIC,fantastic,terrific,test
291271,375431,"Keep control over , for example, Polaris’s core",Keep,RETAIN,keep,retain,test
291272,375432,Impractical to leave without bringing back farm animal with nice body,Impractical,QUIXOTIC,impractical,quixotic,validate
291281,375443,Provisional camp initially adjoining the Italian village evacuated,Provisional,TENTATIVE,provisional,tentative,train
291296,375461,"Stopped and hovered, smart bombs inside",Stopped,HAMSTRUNG,stopped,hamstrung,validate
291301,375466,Flash of French fashion,fashion,MODE,fashion,mode,validate
291358,375524,"Design steps for climbing over a fence, did you say?",Design,STYLE,design,style,test
291367,375535,"Nine cats going to the dogs, for example",example,INSTANCE,example,instance,validate
291378,375547,North-east flower show,show,WEAR,show,wear,validate
291409,375584,Handsome but excitable surgeon pinches nurse’s bottom,Handsome,GENEROUS,handsome,generous,test
291412,375588,Office problem raised with each unionist,Office,BUREAU,office,bureau,train
291425,375602,They are mostly awfully coarse,coarse,EARTHY,coarse,earthy,validate
291462,375645,"Influential in workshop, ignoring right line",Influential,SEMINAL,influential,seminal,train
291463,375646,"Suddenly, everyone agreed about carbon",Suddenly,ALL AT ONCE,suddenly,all_at_once,train
291483,375666,"In earnest way, holding ‘er hand, off and on",off and on,INTERMITTENTLY,off_and_on,intermittently,validate
291537,375725,Unionist thrown out of sophisticated bar,bar,SAVE,bar,save,train
291550,375738,Check answer in pen,Check,STAY,check,stay,train
291566,375755,"Foreign newspaper’s special edition, with sense about English",Foreign,EXTRANEOUS,foreign,extraneous,train
291589,375782,Certificate of film suitable for adults in particular,particular,CERTAIN,particular,certain,test
291601,375796,Check  flower feature,Check,STEM,check,stem,test
291605,375798,Model sportsman with run seconds away,Model,BLUEPRINT,model,blueprint,test
291607,375800,Huge damage found in a product of mine,Huge,COLOSSAL,huge,colossal,train
291616,375809,Press  being offensive,Press,PUSH,press,push,test
291625,375818,Forceful old soldier defending macho types,Forceful,VEHEMENT,forceful,vehement,test
291638,375829,Unparalleled order to stop being so inquisitive,Unparalleled,PEERLESS,unparalleled,peerless,test
291663,375856,Present the woman’s beginning to expect,Present,HERE,present,here,validate
291668,375861,"Top dog, so to speak",Top,PEAK,top,peak,train
291673,375866,"Silly Enid, stop being vague",vague,INDETERMINATE,vague,indeterminate,validate
291682,375877,A group of musicians on leave,leave,ABANDON,leave,abandon,test
291686,375881,Container for suit,suit,CASE,suit,case,train
291689,375883,Tempo has changed penning Queen air,air,ATMOSPHERE,air,atmosphere,test
291694,375888,Arouse first woman to admit approval,Arouse,EVOKE,arouse,evoke,test
291700,375894,Start old writer by way of legend,Start,OPENING,start,opening,test
291780,375978,"Idiot abandons woodwind, which could be a blessing",a blessing,BOON,blessing,boon,train
291789,375988,Lords changing political allegiance gradually,gradually,GENTLY,gradually,gently,validate
291805,376005,Serious mark of a French writer?,Serious,GRAVE,serious,grave,test
291807,376006,Free country holding Nationalist officer back,Free,UNLOCK,free,unlock,train
291835,376037,Barely  legal?,Barely,JUST,barely,just,validate
291847,376047,Enough depth evident initially in water table’s extremes,Enough,ADEQUATE,enough,adequate,test
291867,376069,"Drunk on lager, imbibing one in local",local,REGIONAL,local,regional,train
291880,376082,Glib providing account in case,Glib,FACILE,glib,facile,train
291887,376089,Present for the woman’s sweetheart,Present,HERE,present,here,validate
291897,376098,Approach musical group around piano,Approach,GAME PLAN,approach,game_plan,test
291899,376102,Deceit in connection with university place,place,LIEU,place,lieu,validate
291922,376128,Rich person takes year in popular holiday area,Rich,MONEYED,rich,moneyed,test
291926,376133,Uncompromising doctor with cold drinks wine,Uncompromising,DRASTIC,uncompromising,drastic,test
292022,376240,Rigid boat in difficulty,difficulty,HARDSHIP,difficulty,hardship,test
292030,376249,State unfortunately close to risk area,State,ALASKA,state,alaska,test
292061,376288,"A top husband, mother builds up father",father,ABRAHAM,father,abraham,train
292110,376334,Start working with group,Start,ONSET,start,onset,test
292200,376426,Burden young offender with some medicine? Not at first,Burden,IMPOSE,burden,impose,train
292201,376427,Follow tense athletics event,Follow,TRACE,follow,trace,test
292211,376441,Brainy barrister discontented when tucking into breakfast dish,Brainy,CEREBRAL,brainy,cerebral,test
292232,376461,"Cold, strong and hard",Cold,FRIGID,cold,frigid,test
292237,376465,"Nothing left in European city, old city abandoned",Nothing,ZILCH,nothing,zilch,test
292240,376470,Robust  sailor?,Robust,HEARTY,robust,hearty,train
292272,376504,Succeed with effort in cold,cold,WINTRY,cold,wintry,train
292286,376522,Setting with leaky moat round,Setting,ATMOSPHERE,setting,atmosphere,test
292293,376534,Open a pot of jam?,Open,AJAR,open,ajar,train
292294,376535,Unusual pink,Unusual,RARE,unusual,rare,test
292297,376537,Bookie’s offer about to finish,finish,STOP,finish,stop,test
292321,376564,Secret needle like this has been lifted,Secret,OFF THE RECORD,secret,off_the_record,test
292338,376582,Ending of weather pattern with cold coming in,Ending,CLIMACTIC,ending,climactic,train
292388,376635,Remember Attlee’s part in flap,flap,RATTLE,flap,rattle,test
292394,376643,"Spontaneous performance cut short, for each is indecent",indecent,IMPROPER,indecent,improper,validate
292410,376659,A final piece in concert Elgar arranged for free,free,AT LARGE,free,at_large,test
292432,376683,Peacekeeping outfit seen in strip,strip,UNDRESS,strip,undress,test
292434,376685,Sameness? It could be shown by card,Sameness,IDENTITY,sameness,identity,test
292448,376698,Famous plea to bar rebel of yesteryear?,Famous,NOTED,famous,noted,test
292454,376705,Spontaneous  type of note?,Spontaneous,NATURAL,spontaneous,natural,test
292538,376799,Reckless drive around centre of Slough,Reckless,IMPETUOUS,reckless,impetuous,train
292552,376815,Particular area in hazy eclipse,Particular,ESPECIAL,particular,especial,test
292582,376844,Creative extremes expelled from party – is movement out of control?,Creative,ARTISTIC,creative,artistic,test
292660,376919,Use my pole when rambling,Use,EMPLOY,use,employ,test
292713,376982,Conscious uncoupling method from Martin leads to divorce for up-to-date lovers,Conscious,MINDFUL,conscious,mindful,train
292715,376985,Property slowdown’s beginning — can bust develop before second quarter of year?,Property,SUBSTANCE,property,substance,test
292726,376997,Ardent male meeting me in passage,Ardent,VEHEMENT,ardent,vehement,train
292745,377017,Full complement of grit,Full complement,STRENGTH,full_complement,strength,train
292783,377059,"Test 50 per cent of people, for instance",instance,EXAMPLE,instance,example,train
292802,377080,A little lady disheartened after insult,A little,SLIGHTLY,a_little,slightly,test
292805,377083,"Turned and fled, pursued by police force",Turned,RANCID,turned,rancid,train
292820,377099,Naval force set up before current era,Naval,MARITIME,naval,maritime,train
292833,377113,Get rid of European predicament,predicament,SCRAPE,predicament,scrape,train
292854,377136,Mysterious coteries assembled,Mysterious,ESOTERIC,mysterious,esoteric,test
292891,377172,Tantrum shown by office worker about over,Tantrum,TEMPER,tantrum,temper,test
292897,377176,As many as before,before,UP TO,before,up_to,test
292898,377177,Resoundingly proud streak,streak,VEIN,streak,vein,test
292912,377188,"Stand for work, not getting left in comfort",comfort,EASE,comfort,ease,train
292913,377189,Lawrence: smart but tiresome,tiresome,TESTING,tiresome,testing,test
292917,377193,Dancing albeit once is impressive,impressive,NOTICEABLE,impressive,noticeable,test
292922,377198,Understand brother’s degree is rescinded,Understand,ABSORB,understand,absorb,test
292940,377220,Essentially a threat to be averted,Essentially,AT HEART,essentially,at_heart,train
292943,377224,"Performance needs superior accomplice, in fact",in fact,ACTUALLY,in_fact,actually,test
292951,377233,Endless banter with line I’m spinning,Endless,INTERMINABLE,endless,interminable,train
292971,377253,Mate who’s drunk a bit,a bit,SOMEWHAT,a_bit,somewhat,train
292975,377257,Superman at He-Man’s tackling Bane,Bane,ANATHEMA,bane,anathema,train
293000,377279,Pretentious  songs?,Pretentious,AIRS,pretentious,airs,validate
293001,377279,Pretentious  songs?,songs,AIRS,songs,airs,test
293011,377286,Precise bill supported by junior minister,Precise,ACCURATE,precise,accurate,validate
293044,377324,"Turned round cricket clubs, making effort",effort,STAB,effort,stab,test
293096,377383,Corruptible footballers playing as unit,Corruptible,FAUSTIAN,corruptible,faustian,test
293114,377404,Golfer foolishly accepts a quiet game,game,LEAPFROG,game,leapfrog,test
