clue_id,definition,split,phrase
360797,Soft,train,<t>Soft</t> game with unknown
360798,arrogant,validate,"101 left in outstanding debts, being <t>arrogant</t>"
360804,narrative,validate,Give a <t>narrative</t>
360805,pedestrian crossing,test,Pay British bank for <t>pedestrian crossing</t>
360806,crowns,test,Scarlett's place is housing this person's <t>crowns</t>
360807,Use,test,<t>Use</t> 75 per cent of polymers wrongly
360809,12,train,<t>12</t> and offensive
360809,offensive,test,12 and <t>offensive</t>
360810,dances,train,Wind section's leader <t>dances</t>
360811,Dislike,test,<t>Dislike</t> a particular edition
360812,Writer,test,<t>Writer</t> tries to encapsulate current time
360814,Sure,test,<t>Sure</t> about working if turning up with depression?
360816,seductive,test,Office worker can start to get <t>seductive</t>
360817,Brown,train,<t>Brown</t> little bear eats girl
360819,money,test,One might charge <t>money</t>
360821,to grow,test,Odds on tour being disrupted <t>to grow</t>
360823,Show,validate,<t>Show</t> area swamped by merrymaking
360826,witticism,test,"With leader gone, supply <t>witticism</t>"
360827,Gastronome,train,<t>Gastronome</t> encountered behind a lot of fruit
360828,Pastry,train,<t>Pastry</t> consumed by most rude Londoners
360829,Submissive,train,<t>Submissive</t> male with frightened sound
360831,Dominant,test,"<t>Dominant</t> in fight, concealing worries to make comeback"
360833,Attractive,test,<t>Attractive</t> sign nearly seen behind workers
360835,artist,train,Partner carrying bottle for <t>artist</t>
360836,Basque,test,<t>Basque</t> old boy’s given up gambling game
360837,Back,train,<t>Back</t>  boxer’s assistant
360840,Foreshadow,test,<t>Foreshadow</t> physique to be displayed after runs in gym
360843,Conceited,test,<t>Conceited</t> son supported by fool
360844,Set about,test,<t>Set about</t>  what indisciplined motorway driver might do?
360845,writer,train,State is probing established <t>writer</t>
360848,Cosmetic,train,<t>Cosmetic</t> allowing the old woman to hide a blemish
360849,struggle,test,Two notes on stronghold in <t>struggle</t>
360854,Stories,train,<t>Stories</t> offering element of thrill or escapism
360857,Goddess,test,"<t>Goddess</t> came across, carried by stag maybe"
360858,homelessness,test,Very small commander dealt with slavery and <t>homelessness</t>
360860,Loose woman,test,<t>Loose woman</t> Victorian novelist reported
360861,Building,test,"<t>Building</t> company takes time, time, time!"
360863,prison,test,Composer noted for silence in <t>prison</t>
360864,flowering plants,test,Hurry to small city to see <t>flowering plants</t>
360866,corresponding,test,Member of family <t>corresponding</t>
360867,example,validate,Display cut short with one old car turning over for <t>example</t>
360869,song and dance,test,Mother grabs English lord — terrible <t>song and dance</t>
360872,Walkers,test,<t>Walkers</t> shriek when disturbed
360873,Relaxed,train,"<t>Relaxed</t> lad is rebel, I suspect"
360876,heavenly,validate,"Part of Somerset here, alluring and <t>heavenly</t>"
360879,Coldness,test,<t>Coldness</t> about to descend on elevated land
360880,study,train,"The Parisian certainly quiet, being back in <t>study</t>"
360882,Player,validate,<t>Player</t> representing America putting lots off
360883,Country,test,<t>Country</t> area that CPRE won’t want houses on?
360885,Fancy,validate,<t>Fancy</t> an alternative source to mains water?
360888,Sweet,test,<t>Sweet</t> idiot
360888,idiot,validate,Sweet <t>idiot</t>
360891,Chemical,test,<t>Chemical</t> experimenter wasting time initially
360893,Wobbly,test,<t>Wobbly</t> stranger beginning to yawn by end of road
360894,temple,test,Dad clutching an idol in <t>temple</t>
360895,thoughtless,test,Reason a boy dumped girl — being <t>thoughtless</t>
360897,Reason,test,<t>Reason</t> officer turns up to grab soldier
360898,Yeoman,train,"<t>Yeoman</t> having drink, embracing English achievement"
360899,pots,validate,"From what we hear, is paid <t>pots</t>"
360900,dance,validate,Lover meeting sergeant maybe for a <t>dance</t>
360902,shark,train,"One helping to get rid of a lot, CEO seen as a <t>shark</t>"
360903,Church members,test,"<t>Church members</t> can be real nuts, terribly hard inside"
360905,Miserable,train,<t>Miserable</t> miss upset and hugged by boyfriend?
360907,fight,test,A loud and totally heartless father always in a <t>fight</t>
360908,river,train,The unwanted plant in Yorkshire <t>river</t>
360913,Sails,test,<t>Sails</t> south in attempt to raise political support
360915,Dance music,test,<t>Dance music</t> is what ends concert heard on radio
360916,Closing,test,<t>Closing</t> section of shelf in a library
360917,Mean,test,<t>Mean</t> one-line defamatory text about artist
360925,Was,validate,<t>Was</t> left embracing son
360926,capital,test,Method of payment providing firm’s first <t>capital</t>
360930,Understood,test,<t>Understood</t> how attic might be reconstructed
360931,Artist,test,<t>Artist</t> carefully studies figures systematically arranged
360932,Apprentice,validate,<t>Apprentice</t> left lucrative job
360933,plunder,test,Sped off with painting as <t>plunder</t>
360937,prison cell,test,Wrong done with gun in <t>prison cell</t>
360940,VIP,test,Turn up unlike clergy or <t>VIP</t>
360943,Particle,validate,"<t>Particle</t>, when realigned, is right on top"
360944,advantage,validate,Short luxurious <t>advantage</t>
360945,accidental,validate,Vet’s audition turned out to be <t>accidental</t>
360947,brisk,train,"First section of play’s initially very entertaining, and <t>brisk</t>"
360948,barrier,test,"Wife one’s to succeed, after husband’s cut out <t>barrier</t>"
360949,pulp,test,Unadulterated European <t>pulp</t>
360951,kerfuffle,test,"Two drinks, one knocked over in <t>kerfuffle</t>"
360952,face to face,train,Work forwards and backwards then place <t>face to face</t>
360955,creative,train,Having independent spirit in exam is <t>creative</t>
360956,time of year,test,In a state of excitement tie 25 with ecstasy at this <t>time of year</t>
360957,Allow,test,<t>Allow</t> gallery to adopt different role
360959,cowardly,test,Long for start of night? That’s <t>cowardly</t>
360960,Fresh,validate,<t>Fresh</t>  pair of horses
360962,vivacity,test,Cabriolet is full of <t>vivacity</t>
360964,obstinate,test,"During exercises in which this person falls down, fellow is <t>obstinate</t>"
360965,trunk,validate,Sort out old <t>trunk</t>
360967,Delay,test,<t>Delay</t> office party’s beginning to hour after noon
360970,Sarcastic,validate,<t>Sarcastic</t> answer given by hero
360973,party,test,"Lacking energy, put on <t>party</t>"
360974,Black magic,test,<t>Black magic</t> may concern criminal
360975,Food,test,<t>Food</t> with short tradename
360977,Draw,test,"<t>Draw</t> colleague, not British"
360980,Look after,test,<t>Look after</t>  cook
360980,cook,validate,Look after  <t>cook</t>
360981,Feud,test,<t>Feud</t> erupting at event interrupted by Democrat
360982,referee,test,Supporter backed new attire for <t>referee</t>
360983,right,validate,Torture regularly fails to appear <t>right</t>
360985,Unsure,train,<t>Unsure</t> and cutting about Sheeran retiring
360987,troublemaker,test,Detective losing vehicle on vacation could be <t>troublemaker</t>
360988,strike,test,"Fleeing Welsh city, men <t>strike</t>"
360989,ointment,validate,Do without fine <t>ointment</t>
360991,Comfort,train,<t>Comfort</t> a son in note — definitely!
360993,ground,test,Water creature avoiding soft <t>ground</t>
360995,Reserve,train,<t>Reserve</t> supports Hertfordshire town
360998,disaster,test,Girl coming out left overwhelmed by great <t>disaster</t>
361000,gun,train,"In M*A*S*H, pass would be shown with this <t>gun</t>"
361002,Stun,test,<t>Stun</t> fat animal injecting drugs regularly
361003,Nasty,test,<t>Nasty</t> about making democratic choice to get student in
361005,awkward,train,Couch potato going round happy on vacation is <t>awkward</t>
361006,Upbeat,test,<t>Upbeat</t> article penned by troubled genius
361008,plant,train,Back complaint by power <t>plant</t>
361011,Scrap,test,<t>Scrap</t> broken hot tub ultimately found in shopping centre
361013,Report,test,<t>Report</t> that could get Eloise into Jeff Lynne’s band?
361014,Evil,train,<t>Evil</t> highwayman nearly died during short day
361015,Program,test,<t>Program</t> to start making bed?
361017,Block,test,"<t>Block</t> a six, caught by New Zealand’s number four"
361019,attack,train,"Rotten, heartless <t>attack</t>"
361020,contentious,train,Good university to be sited in type of farmland — that’s <t>contentious</t>
361021,accent,validate,Relish adopting wife’s <t>accent</t>
361022,Active,test,<t>Active</t> and about to collect £200 on board?
361023,Teasing,test,<t>Teasing</t> graduate gained ground
361025,range,train,Unit moans about <t>range</t>
361027,social worker,validate,Mass held by a hermit for <t>social worker</t>
361030,put out,test,American captured by unknown person is <t>put out</t>
361033,rat,test,"Helpful deed by mouser maybe, catching old <t>rat</t>"
361035,Bling,validate,<t>Bling</t> that could make you animated
361036,leather,test,Introducer of show unconvincing on stage in <t>leather</t>
361038,dancing,test,Carol hugs a businessperson <t>dancing</t>
361039,Fur,train,"<t>Fur</t> provides covering, type not entirely acceptable"
361047,Cleaner,train,<t>Cleaner</t> given Birthday Honour — cleaner not half enthralled
361049,muscles,test,Mo starts to pull some <t>muscles</t>
361050,Comprehends,test,<t>Comprehends</t> the meaning of loveless nymphs
361052,Epithet,test,<t>Epithet</t> in card wife’s left with brief sexist message
361053,Put down,validate,"<t>Put down</t> — for example, told to go outside"
361055,Gospel,validate,<t>Gospel</t> passage in church upset member turning up
361056,Chemical,validate,<t>Chemical</t> in egg leading to anger
361061,Academic,test,<t>Academic</t> back to suppress revolution in education
361065,Seizes,train,"<t>Seizes</t> head of partner in crime, making retreat"
361066,Ancient,validate,<t>Ancient</t> tax covering last of transactions
361070,Ask,train,<t>Ask</t> identified person to appear in comic vein
361071,Flight,test,<t>Flight</t> highpoint between mid-West and East
361072,Saw,test,<t>Saw</t> a source of colours for use around house
361081,Tea,validate,<t>Tea</t> service upset after end of tea
361083,language,test,Amateur handiwork overturned something attractive leading to <t>language</t>
361084,journey,train,Time line incorporates enthusiastic <t>journey</t>
361085,Irritable,test,<t>Irritable</t> servants will appear in it
361087,Moonshine,test,<t>Moonshine</t> upset hard drinker
361091,Weapon,test,<t>Weapon</t> current around Loch
361098,pain,train,Try to block some <t>pain</t>
361100,earthquake,train,Ends of tree increasingly cut down in <t>earthquake</t>
361101,Mesmerising,test,"<t>Mesmerising</t>, hardly without heart, and not included in film?"
361102,monument,test,"Intend to take in historic city, climbing large <t>monument</t>"
361110,Greedy,test,"<t>Greedy</t> chap, in our opinion"
361115,horrified,test,One cornered by a phantom (nothing less) is <t>horrified</t>
361117,Fake,train,<t>Fake</t> policeman’s unknown ending
361118,Material,test,<t>Material</t> left by a church
361120,Paintings,train,<t>Paintings</t> in works defaced
361121,killer,test,Traitor involved with men becomes <t>killer</t>
361122,pantomime,validate,Boy overwhelmed by a noise in <t>pantomime</t>
361124,off-putting,train,"Infernal place, Herts town, in which to perform — it’s <t>off-putting</t>"
361129,cheese,validate,The damsel supplies this <t>cheese</t>
361133,crumble,validate,To south of Scottish island see part of church <t>crumble</t>
361137,Praises,test,"<t>Praises</t> partner of yesteryear, sadly lost"
361142,Plant,train,<t>Plant</t> fellows found submerged under cold nasty clay
361148,hedge,test,Duck recently born in box <t>hedge</t>
361149,city,validate,Song about soldiers reaching grand <t>city</t>
361150,Sound,train,<t>Sound</t> (bang)
361150,bang,train,Sound (<t>bang</t>)
361151,bingo,test,Union nuts are collecting £1000 for <t>bingo</t>
361152,Begin,test,<t>Begin</t> putting salt in fat
361153,Shrink,test,<t>Shrink</t> sees something in each behaviour
361155,releases,test,Former record company and its overlapping <t>releases</t>
361157,drill,validate,"To cut through concrete, picks up <t>drill</t>"
361160,organ,validate,More charged for an <t>organ</t>
361166,Great,train,<t>Great</t> book – parts of usual novel
361171,Mr,train,"<t>Mr</t> F Ward, Independent"
361173,tree,test,Horse circling wide <t>tree</t>
361174,works,test,Squeezes casing … it <t>works</t>
361175,upset,validate,"Still hiding, very <t>upset</t>"
361176,Cruel,test,<t>Cruel</t> people should be kept outside area
361178,repented,validate,"Abet. Be expelled. Having done wrong, <t>repented</t>"
361185,Distance,test,<t>Distance</t> I left myself to cover
361186,Areas,validate,<t>Areas</t> of factual writing
361194,Food,validate,"<t>Food</t>, alas, upset diners — no stomach for it"
361195,obvious,validate,Can’t be frozen. That’s <t>obvious</t>
361196,Dull,validate,Engaged plethora of actors for film. <t>Dull</t>
361197,a horse,test,It’s about protecting everyone riding <t>a horse</t>
361198,Why,validate,<t>Why</t>  work out?
361198,work out,test,Why  <t>work out</t>?
361200,minister,test,Over and over disheartened <t>minister</t>
361202,Solitary,test,<t>Solitary</t> sailor with parrot capsized in unending ocean
361203,critical,test,University fellow accepting reading perhaps is <t>critical</t>
361204,Face,train,<t>Face</t> expressed relief for the audience
361205,Rash,test,"<t>Rash</t>? It’s nice and red, sadly"
361206,Goddess,train,<t>Goddess</t> caught in passion by sweetheart
361208,tents,validate,Supports around outside of pole for <t>tents</t>
361209,doctor,test,<t>Doctor</t> receiving education in charge of doctor
361210,drink,test,"Coming back in profit, I repaid <t>drink</t>"
361211,lowered,test,"After seeing tabloid, comprehension’s <t>lowered</t>"
361212,ringleader,test,Scepticism as term in Dartmoor detains <t>ringleader</t>
361213,expanse,validate,A behind’s endless <t>expanse</t>
361215,ages,validate,"English bird’s wintry, occasionally for <t>ages</t>"
361216,Unemotional,train,<t>Unemotional</t> sex turns up in novel
361217,Peel,test,<t>Peel</t> fruit noisily
361218,Indigenous,train,<t>Indigenous</t> tribe’s leader has primitive surroundings
361220,hostility,test,Is sore with gang’s violent <t>hostility</t>
361221,undoubtedly,validate,"Iron Duke ended all disheartened, <t>undoubtedly</t>"
361222,stomach,test,Unrestrained nude about to show <t>stomach</t>
361223,Desire,train,<t>Desire</t> excessively good helping when going first
361224,whole,test,Body about to be consumed <t>whole</t>
361226,workplace,train,Rough diamonds in <t>workplace</t>
361227,Thanksgiving,train,<t>Thanksgiving</t> set up supporting first of Pilgrims
361228,Waterlogged,test,<t>Waterlogged</t> hole covered by turf
361229,relative,train,Skinny-looking — not good? That’s <t>relative</t>
361230,Grant,test,<t>Grant</t> promotion and hand in report
361233,tailor,test,"After change of heart, endorse <t>tailor</t>"
361234,Mammals,test,<t>Mammals</t> decided about following evasive duck
361235,desert,train,Diamonds buried in eastern settlement by large <t>desert</t>
361236,Disapproval,train,<t>Disapproval</t> from public about HS2?
361237,Too much,test,"<t>Too much</t> in order to house cleric, retired and sick"
361238,smoother,validate,"Rough toilet paper, apart from core that’s <t>smoother</t>"
361239,flat,train,Develop plot beside a river <t>flat</t>
361240,Burn,train,<t>Burn</t> marks inside hatch
361242,Potty,validate,<t>Potty</t> is toilet promptly emptied
361243,Worthy,test,<t>Worthy</t> bridge opponents — I’m invited into their play area
361245,attire,test,One favouring autocrat’s sleeveless <t>attire</t>
361246,Plant,validate,<t>Plant</t> tower for trailer and garden tool boxes close to track
361249,Desire,train,"<t>Desire</t> garment, needing to drop size, primarily"
361251,Crack,test,<t>Crack</t> that’s damaged ruler
361253,put away,test,Not the first to tidy and <t>put away</t>
361255,bulk,test,Almost agree about where to see aquatic monster’s <t>bulk</t>
361257,Test,test,"<t>Test</t> article, two variables, when immersed in alcohol"
361258,veggies,test,Set up posh kitchen almost entirely for <t>veggies</t>
361259,guru,test,"Transforming aluminium into gold, mad <t>guru</t>"
361261,colour,validate,Half of US houses originally beige <t>colour</t>
361263,Liking,test,<t>Liking</t> song by writer
361264,Arab,validate,One artist on TV quiz show is <t>Arab</t>
361265,Foodstuff,train,<t>Foodstuff</t> farm animals finding no good
361266,beggar,test,Finished being entertained by mischievous <t>beggar</t>
361269,adequate,train,No huge complex is <t>adequate</t>
361271,Diagnostic technique,test,<t>Diagnostic technique</t> upset dour sultan
361272,Block,validate,<t>Block</t> inexperienced reporter heading east
361277,nail,validate,Dismiss taking time to push out second <t>nail</t>
361278,Piece,test,<t>Piece</t> tabloid people penned in serious paper
361279,Allowance,test,<t>Allowance</t> taken from Horatio Nelson
361281,redbrick university,validate,Studying in <t>redbrick university</t>
361283,nonsense,test,Cockney bigamist has this <t>nonsense</t>
361284,smear,test,Character of the dump portrayed by French artist — only one small <t>smear</t>
361288,spring,validate,British wildcat seen in <t>spring</t>
361291,Measure,train,<t>Measure</t> pace
361291,pace,validate,Measure <t>pace</t>
361293,stock,test,Start to pay a lease on mature <t>stock</t>
361294,Meal,validate,<t>Meal</t> that may be served up?
361295,Determined,validate,<t>Determined</t> a time to employ staff after commercial
361298,Copy,test,"<t>Copy</t> most of response, taking heart from vicar"
361301,drink,train,Black slime in <t>drink</t>
361302,European,test,<t>European</t> source of energy after reversing cut
361303,drinks,test,Fellow twice taken in by patrolling sentries gets <t>drinks</t>
361306,Disorganised,test,<t>Disorganised</t> spread knocked on the head
361307,Evaluates,train,<t>Evaluates</t> a page and expresses approval
361308,Peninsula,test,Mineral found within the borders of Kamchatka <t>Peninsula</t>
361310,Standing,train,"<t>Standing</t> of inebriated priest, say, on the up"
361314,removal,train,Phone about second point of sale and <t>removal</t>
361315,light touch,train,Perhaps butterfly‘s <t>light touch</t>
361318,Wet,test,"<t>Wet</t>, spoils holiday – gutted"
361319,Hooligan,validate,<t>Hooligan</t> rebuked is unlikely to brush it
361320,desire,test,"Cold, irrational <t>desire</t>"
361321,change,test,"Mitty’s wife running off, leaving <t>change</t>"
361322,Yellow,test,"<t>Yellow</t>, like tattered old book"
361323,flag,test,Ship bearing Queen’s <t>flag</t>
361324,missile,validate,Mum said twice it’s a <t>missile</t>
361325,Wood,validate,<t>Wood</t> is fine as a frame
361326,write,train,"Taking top off, start to <t>write</t>"
361327,fibre,train,"Run taken during long innings, showing <t>fibre</t>"
361330,Hoaxing,test,<t>Hoaxing</t> with smart animal traps
361332,Blue,test,<t>Blue</t> fuzz having given way to feathers?
361333,Stopped,test,"<t>Stopped</t> and inspected, inserting key"
361334,homeless,test,"Speaks, when he and I have left, about their <t>homeless</t>"
361339,enjoy,train,Not a show to <t>enjoy</t>
361344,Lent,test,<t>Lent</t> is early
361344,early,test,Lent is <t>early</t>
361346,uncomplaining,test,"I lost a staggering figure – that’s accepted, <t>uncomplaining</t>"
361348,Rectifies,test,"<t>Rectifies</t> end of laser sight, with ‘South’ correctly placed"
361349,Idiots,test,"<t>Idiots</t> lost, playing against Germany"
361351,Disprove,test,<t>Disprove</t> one posting videos online is making a comeback? Not you
361354,Run,test,<t>Run</t>  more?
361354,more,validate,Run  <t>more</t>?
361355,Change,test,<t>Change</t> schools when one goes silent
361356,Band,validate,<t>Band</t> lisped musical number
361357,Incident,train,"<t>Incident</t>, obvious, papers ignored"
361358,Shriek,train,"<t>Shriek</t> from animal on a rock face, we hear"
361359,Happen,test,<t>Happen</t> to find ring caught by dog
361361,hot,train,"Almost twenty, part of face finally getting <t>hot</t>"
361362,instructor,test,Lover briefly embraces married <t>instructor</t>
361363,Anger,test,<t>Anger</t> shown by celeb upset about cross opponents
361364,Waylay,train,"<t>Waylay</t> coach, boarding in the morning, tailed by young officer briefly"
361366,gold,test,Unpleasant task fetching up old <t>gold</t>
361367,Settlement,test,<t>Settlement</t> that could be an early one if put under pressure?
361369,Isolated,test,"<t>Isolated</t> in flat, people with time to spare"
361374,Pop,test,"<t>Pop</t> could get Oscar, having managed G. Depardieu on a regular basis"
361375,Block,train,<t>Block</t>  narrow  road
361375,narrow,train,Block  <t>narrow</t>  road
361375,road,train,Block  narrow  <t>road</t>
361378,force,test,Claim by would-be favourite American <t>force</t>
361382,Food,train,<t>Food</t> in season before revolution
361383,Pack,validate,<t>Pack</t> coming from point-to-point
361388,Condition,test,<t>Condition</t> requiring food supplies to be curtailed
361389,Prevent,train,"<t>Prevent</t>, say, those with no socks"
361393,Derisory,test,<t>Derisory</t> effort after circuit of track going the wrong way
361397,Resist,test,<t>Resist</t> responsibility that may be passed
361398,infection,train,Poorly MEP taken in by Italian needing single shot for <t>infection</t>
361405,Dress,train,<t>Dress</t> of clergy (English)
361406,Flogs,test,<t>Flogs</t> walking aids
361407,Dress,test,<t>Dress</t> for the South of France
361408,Confirmation,test,<t>Confirmation</t> pleasure’s no good?
361410,Use,test,<t>Use</t> a cover for the audience
361412,haste,train,Famous person’s heartless <t>haste</t>
361413,business,test,A source of friction — just <t>business</t>
361414,Experienced,validate,"<t>Experienced</t> a bit of abuse, as one does"
361415,essential,train,"At home and tense, big returns being <t>essential</t>"
361416,Look,test,<t>Look</t> one gets in a gaggle
361418,Puts,validate,<t>Puts</t> steps across lake
361419,disadvantage,validate,Flash American’s <t>disadvantage</t>
361422,copy,train,"Quietly sneaked into saint’s memorial, a <t>copy</t>"
361423,Checks,test,"<t>Checks</t> jokes, having time for intro"
361425,Talk,validate,"<t>Talk</t> about bowler, say"
361426,Restrained,test,<t>Restrained</t> and looking embarrassed after breaking teeth
361427,discourse,test,Love and admire <t>discourse</t>
361429,Gambolled,test,<t>Gambolled</t> or gambled on
361432,Panel,test,<t>Panel</t> of women popular within racecourse
361433,revenue,test,Immigrant losing right to get <t>revenue</t>
361434,Decide,train,<t>Decide</t> to work out the answer again
361436,mountain range,train,Feature running across a <t>mountain range</t>
361437,groom,validate,Company doctor’s <t>groom</t>
361441,forms,test,Writing about verse <t>forms</t>
361442,detachment,train,Part of shotgun I tested for <t>detachment</t>
361443,old money,validate,Brownie’s after pennies in <t>old money</t>
361445,Steady,train,<t>Steady</t> with concertina — no case
361447,Ring road,test,<t>Ring road</t> in Baltimore suffering disruption? Let me out!
361448,Reason,validate,<t>Reason</t> for a drink?
361448,a drink,test,Reason for <t>a drink</t>?
361449,High point,train,<t>High point</t> seen regularly in Salcombe
361450,Put away,train,<t>Put away</t> school’s report
361452,Course,train,<t>Course</t> correction for watermen conveying king
361457,Pompous,validate,<t>Pompous</t> fanatic turns up in front of oyster bar
361458,Flyers,test,<t>Flyers</t> taking relatives (singly and as a group) over Sweden
361459,Release,train,<t>Release</t> article in Le Monde to fit the bill
361461,a dish,test,Grouse — rubbery thing — in <t>a dish</t>
361466,Capital,test,<t>Capital</t> letters missing from laman’s untutred aricle expunding taewondo; deal with them!
361467,lentils,train,No fun aimlessly mixing handful of <t>lentils</t>
361469,deliberation,train,Granted time for <t>deliberation</t>
361473,Applied,test,"<t>Applied</t>, being sensible"
361473,sensible,test,"Applied, being <t>sensible</t>"
361474,Fish,train,"<t>Fish</t>, first from babbling brook"
361485,Visitor,test,<t>Visitor</t> figured in conversation
361487,Atmosphere,test,"<t>Atmosphere</t> in office, initially gloomy"
361489,Climber,test,"<t>Climber</t> needs to catch up on correct procedure, mostly"
361492,Attack,test,<t>Attack</t> doctor dividing committee
361493,Pot,train,<t>Pot</t> if tense? Head of agency drank bubbly
361494,Fast,train,<t>Fast</t> naval force
361495,Admit,test,<t>Admit</t> academic robe’s no good at university
361496,depression,test,"Hard to accept end of summer, causing <t>depression</t>"
361497,horrified,test,Contents of handbag has them <t>horrified</t>
361498,Festival,test,<t>Festival</t> of flesh — four must be eaten!
361499,Films,train,<t>Films</t> like this will be rejected after struggle to accept daughter
361500,Mark,train,<t>Mark</t> left from short neckwear?
361501,Revealed,test,<t>Revealed</t> to be signed up
361502,Emotions,test,<t>Emotions</t> of this stranger in turmoil
361503,Investment,test,<t>Investment</t> leaving highlander so transformed?
361504,Magic,test,<t>Magic</t> broomstick?
361505,Raised,test,"<t>Raised</t> dough with no advice, initially"
361506,kids,validate,One is kept in farm buildings for <t>kids</t>
361508,unhappiness,train,"Scrooge-like, ignoring core of all <t>unhappiness</t>"
361510,Parts,test,<t>Parts</t> of American farms subject to start of tenancy
361512,controls,train,Good cookers will incorporate right <t>controls</t>
361514,Directed,train,<t>Directed</t> commercial in costume?
361518,Designated,validate,<t>Designated</t> home care for needy oddly cancelled
361520,shock,validate,Dated fashion <t>shock</t>
361521,Win over,train,"<t>Win over</t> new barmaids, not given first degree"
361522,foundations,test,Last of granite laid in deep <t>foundations</t>
361524,decoration,validate,Two firms after gold backing for <t>decoration</t>
361535,mounting,train,A bouquet for <t>mounting</t>
361539,Van,test,<t>Van</t> driver’s warning on promenade
361540,Protective garment,train,<t>Protective garment</t> put right in wrong closet
361546,implements,validate,Broken fences or <t>implements</t>
361548,decoration,test,Rum loo embellished with gilt <t>decoration</t>
361549,Respond,test,<t>Respond</t> — to an encore call?
361551,Coax,train,"<t>Coax</t>, moment mother leaves, with wafer?"
361552,partnership,train,"On the whole, a nice eccentric <t>partnership</t>"
361553,secret police,test,"Goes off, having installed bug for <t>secret police</t>"
361554,hesitation,test,Almost coy <t>hesitation</t>
361557,tricks,validate,Dog dropping ball in does <t>tricks</t>
361559,earn,validate,A number in retirement <t>earn</t>
361561,Said,validate,<t>Said</t> when — deters getting drunk
361564,Modifies,test,<t>Modifies</t> commercials to entertain only
361565,Blazing,train,"<t>Blazing</t> wood, throw outside"
361566,unquestionably,train,"Elected to get something done, <t>unquestionably</t>"
361567,Young lady,test,<t>Young lady</t> has backing of editor in chief
361568,defect,test,Terrible mishmash masking <t>defect</t>
361570,small boats,test,Gather ship skirts <t>small boats</t>
361572,Lugs,test,<t>Lugs</t> to put in lift
361574,Twit,validate,<t>Twit</t> causes missing cue (not altogether)
361575,Or else,validate,"<t>Or else</t>, taking turn for the worse, one is admitted"
361576,Working,test,<t>Working</t>? No
361578,listener,train,Back again with a captive <t>listener</t>
361580,Bare bones,test,<t>Bare bones</t> of ‘4’ mentioned
361581,drawing,validate,Condescend to accept small <t>drawing</t>
361582,Building,test,<t>Building</t> hard by river
361584,salmon,test,Couple with no source of income beginning to regret <t>salmon</t>
361586,Plots,train,<t>Plots</t> putting prisoners in tower? Quite the opposite!
361587,Increase,test,<t>Increase</t> limit after favouring long prison sentence
361589,deprived,validate,Fellow in military cap must be <t>deprived</t>
361593,Lie,train,<t>Lie</t> born out of necessity?
361597,Facts,train,<t>Facts</t> drawn from a bid at auction
361599,contemplation,test,Opening piece must include quiet <t>contemplation</t>
361600,dismissals,test,School’s principal asking about covering last of specific <t>dismissals</t>
361605,Gathering,test,<t>Gathering</t> son wears same silly flash jewellery
361606,courses,validate,"Swear endlessly, adopting charter for <t>courses</t>"
361607,Still,test,"<t>Still</t> hang around drinking wine, disheartened"
361609,Grouse,train,<t>Grouse</t> is good mature
361610,Postpone,test,<t>Postpone</t> visit
361610,visit,test,Postpone <t>visit</t>
361618,Royals,test,<t>Royals</t> clash over indications of sympathy
361619,prototypes,train,Test locations losing account for <t>prototypes</t>
361622,Rubbish,train,<t>Rubbish</t> journey east
361623,big cheese,train,Half of West Country see about <t>big cheese</t>
361625,Fancy,test,<t>Fancy</t> playing Ace when holding King
361628,talk,validate,Study poetry for <t>talk</t>
361629,unused,validate,Concentrate when court goes <t>unused</t>
361630,Guard,test,<t>Guard</t> in place to go and whip missing knight
361636,long-term,train,"Left sat around at home, needing good following <t>long-term</t>"
361638,Outdo,test,<t>Outdo</t>  George?
361639,Cross,train,"<t>Cross</t> Cheshire, say, with lift"
361640,Big Brother,train,<t>Big Brother</t> gets backing when suppressed by Brussels
361643,Inflammation,train,<t>Inflammation</t> from dusty environment
361646,Deprive,test,<t>Deprive</t> nameless servant when drunk
361648,weapon,test,Tease over mostly rubbish <t>weapon</t>
361650,horn,test,Low-grade boat needs a <t>horn</t>
361653,emperor,test,Somewhat divine Roman <t>emperor</t>
361656,Flexible,test,<t>Flexible</t> response after auction goes belly up
361658,Harangue,validate,<t>Harangue</t> terrible-sounding family
361664,satellite,train,Cast end game orbiting unknown <t>satellite</t>
361665,politician,train,Treason destroyed <t>politician</t>
361666,Picture,test,<t>Picture</t> story about black gold
361668,lodge,validate,Southern river <t>lodge</t>
361670,withdrawn,test,"Area mined, coal is <t>withdrawn</t>"
361674,Tip,train,<t>Tip</t> from well-informed group
361678,Leave,train,<t>Leave</t> mock Tudor housing long-faced
361679,Stuck,train,"<t>Stuck</t> join, wrapping present"
361681,ran,test,"Left, cut and <t>ran</t>"
361682,restructuring,train,"The German rejected job, shunning first motorway <t>restructuring</t>"
361687,plates,test,Fish sandwiches guy set over <t>plates</t>
361694,To manage,validate,<t>To manage</t> account European invested in place of industry
361698,Bone,train,<t>Bone</t> from big bird found in middle of seafront
361701,Lecherous,test,"<t>Lecherous</t> comic, one going for unknown"
361702,Naughty,test,"<t>Naughty</t>, debauched man pinching underwear with no strings attached"
361703,Immoderate,test,"<t>Immoderate</t> vice, with sexes mixing"
361705,Subject,test,"<t>Subject</t> to election, king deposed"
361707,Middle Eastern,train,<t>Middle Eastern</t> king’s backed by Italy and India
361712,fish,test,Astaire regularly appearing to eat <t>fish</t>
